"County","FIPS.Code","Population","Overall.Social.Vulnerability","Socioeconomic.Social.Vulnerability","Household.Characteristics.Social.Vulnerability","Race.Ethnicity.Social.Vulnerability","Housing.Transport.Social.Vulnerability","Median.Age","Percent.Age.0.to.17","Percent.Age.Over.65","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.White","Percent.Households_Limited_English","Percent.Veteran","NCHS.Rural.Urban.Code","Percent.Households.No.Computer.Device","Percent.Households.Smarphone.Only","Percent.Households.No.Internet","Percent.Commute.Less.than.15min","Percent.Commute.15min.to.29min","Percent.Commute.30min.to.59min","Percent.Commute.60min.or.More","Percent.Housing.Units.No.Vehicle","Alc.Establisments.per.100k","Percent.Days.Good.Air.Quality","Toxic.Sites.Insufficient.Data","Toxic.Sites.Under.Control","Toxic.Sites.Not.Under.Control","GINI.Index","Percent.Unemployed","Median.Household.Income","Median.Household.Income.Asian","Median.Household.Income.Black","Median.Household.Income.Hispanic","Median.Household.Income.White","Percent.in.Poverty","Percent.in.Poverty.Asian","Percent.in.Poverty.Black","Percent.in.Poverty.Hispanic","Percent.in.Poverty.White","Percent.Households.Food.Stamps","Median.Home.Value","Median.Rent","Percent.Less.than.Highschool","Percent.Highschool.Graduate","Percent.with.Associate.Degree","Percent.with.Bachelor.Degree","Percent.with.Graduate.Degree","Percent.Medicaid","Percent.Medicare.Only","Percent.Health.Insurance.Other","Percent.No.Health.Insurance","Obesity.Rate","Diabetes.Rate.Year","Diabetes.Rate.LocationName","Diabetes.Rate.Data_Value","Binge.Drinking.Rate","Smoking.Rate.Year","Smoking.Rate.LocationName","Smoking.Rate.Data_Value","Depression.Rate.Year","Depression.Rate.LocationName","Depression.Rate.Data_Value","Anxiety.Disorders.Rate.Medicare","Bipolar.Disorder.Rate.Medicare","Depressive.Disorders.Rate.Medicare","Personality.Disorders.Rate.Medicare","Opioid.Overuse.Disorder.Rate.Medicare","Birth.Defects.per.10k","Deaths.from.Injury.per.100k","Deaths.from.Transport.Accident.per.100k","Deaths.from.Suicide.per.100k","Deaths.from.Assault.per.100k","Maternal.Deaths.per.100k","Opioid.Overdose.Deaths.per.100k","Drug.Poisoning.Deaths.per.100k","Traffic.Fatalities.per.100k","Traffic.Fatalities.BAC.08.per.100k","Opioid.Dispensing.Rate.per.100","PCPs.per.100k","LCDCs.per.100k","LPCs.per.100k","LCSWs.per.100k","LBSWs.per.100k","LMSWs.per.100k","Dentists.per.1k","Nurse.Practitioners.per.1k","Physician.Assistants.per.1k","Mental.Health.Providers.per.100k","Percent.Clinicians.Accpeting.Medicaid","Dentist.Shortage.Code","Mental.Healthcare.Shortage.Code","Primary.Care.Shortage.Code","Urgent.Care.Orgs.per.1k","Health.Centers.per.1k","Community.Mental.Health.Centers.per.1k","Rural.Health.Clinics.per.1k","Home.Health.Agencies.per.1k","Hospices.per.1k","Nursing.Facilities.per.1k","Nursing.Facility.Beds.per.1k","Skilled.Nursing.Facilities.per.1k","Skilled.Nursing.Facility.Beds.per.1k","Nursing.Home.Occupancy.Rate","Percent.Nursing.Homes.For.Profit","Percent.Nursing.Homes.Chain","Average.Rehospitalization.Rate","Average.Successful.Discharge.Rate","Percent.Hospitals.Private.For.Profit","Percent.Hospitals.Non.Profit","Percent.Hospitals.Government","Syringe.Exchange.Programs.per.1k","Substance.Abuse.Facilities.per.1k","Substance.Abuse.Facilities.Accepting.Medicare.per.1k","Mental.Health.Facilities.per.1k","Mental.Health.Facilities.Accepting.Medicare.per.1k","Median.Distance.to.Urgent.Care","Median.Distance.to.Emergency.Department","Median.Distance.to.Medical.Surgical.ICU","Median.Distance.to.Trauma.Center","Median.Distance.to.Pediatric.ICU","Median.Distance.to.Obstetrics.Department","Median.Distance.to.Health.Clinic","Median.Distance.to.Alcohol.Drug.Incare"
"Stonewall","48433","1412","0.2213","0.3834","0.1779","0.2213","0.2767","40.8","27.05","20.47","0","1.77","24.15","90.51","2.65","7.3","6","13.8","5.1","14.74","67.59","15.12","14.1","3.2","3.4","","","0","0","0","0.4","5","58309","","2499","","71167","9.2","","59.09","21.86","3.97","14.37","53200","600","18.39","40.07","29.06","9.19","3.29","14.93","6.37","4.9","20.28","37.3","2020","Stonewall","15.9","15.2","2020","Stonewall","19.8","2020","Stonewall","22.1","18","3","16","0","1","","","","","","","","","","","2.4","65.7","0","0","0","65.7","0","0","2.97","1.48","222.22","100","1","1","0","0","0","0","0.71","0.71","0","2.12","89.94","0","0","35","0","0","0","0","37.5","12.5","50","0","0","0","0","0","55.52","0.49","31.15","0.49","54.85","31.15","0.49","58.78"
"Sutton","48435","3793","0.6522","0.5494","0.7905","0.8577","0.3557","37.7","27.74","16.82","0","0.05","68.18","56.6","9.98","8.76","6","22.93","19.66","39.16","62.94","16.16","13.12","7.78","3.12","","","0","0","0","0.4","9.8","61190","","","43665","75461","13.93","","100","19.77","1.34","9.59","101000","648","24.68","32.58","24.39","11.71","6.65","14.78","8.13","3.36","17.27","38.2","2020","Sutton","15.9","16.1","2020","Sutton","16.1","2020","Sutton","19.7","8","1","9","1","2","","52.89","","","","","","","52.728711","26.364355","15","45.7","22.8","0","0","0","0","0.54","1.07","0.8","","12.5","1","1","2","0","0","0","0.26","0","0","0.26","10.28","0","0","","","","","","0","25","75","0","0","0","0","0","36.06","0.44","20.69","0.44","59.92","21.49","0.42","59.92"
"Swisher","48437","7403","0.8972","0.9565","0.8379","0.6996","0.5692","37","24.85","19.07","0.09","6.97","44.4","84.2","9.85","5.43","6","16.51","21.12","22.2","46.41","26.12","18.78","8.69","8.54","","","0","1","0","0.47","5.2","36337","","8793","30902","41219","25.26","14.29","83.12","34.95","8.48","12.31","78600","701","24.76","35.17","24.15","11.98","3.94","18.43","9.22","4.21","21.66","40","2020","Swisher","16.8","16","2020","Swisher","21.7","2020","Swisher","21.7","11","1","13","1","2","","94.14","37.65","32.28","","","","","13.508037","0","6.5","54","0","13.5","13.5","13.5","0","0.14","0.27","0.14","","100","1","1","2","0","0","0","0.54","0.14","0","0.14","7.02","0","0","","","","0.2","0.25","50","33.33","16.67","0","0","0","0","0","43.62","6.36","23.06","6.36","46.12","23.06","6.29","32.39"
"Tarrant","48439","2077153","0.4862","0.4229","0.4822","0.6917","0.4071","34.6","26.29","11.32","5.59","16.61","29","63.4","5.76","7.05","1","4.53","9.46","8.09","20.22","37.65","34.5","7.63","4.33","9.002707","65.03","0","3","0","0.45","7.3","70306","77924","52474","58240","84417","11.36","10.47","16.03","15.71","6.91","10.19","209600","1142","13.5","23.93","29.96","21.65","10.96","12.8","4.79","4.32","16.38","37.8","2020","Tarrant","11.4","16.2","2020","Tarrant","16","2020","Tarrant","19.6","17","4","19","1","2","634.06","35.41","11.22","12.84","5.88","0.48","5.35","11.11","8.71385","3.562569","45.1","83.6","17.5","85.2","35.2","19.4","63.7","0.61","0.84","0.39","131.75","97.13","2","2","2","0.01","0","0.01","0","0.05","0.02","0.06","2.87","0","0.07","70.51","78.26","71.74","0.16","0.39","64.42","33.07","2.51","5e-04","0.0019","0.0085","0.0094","0.0089","2.59","2.05","2.5","5.13","10.76","2.87","6.89","3.21"
"Taylor","48441","137521","0.3202","0.2372","0.3399","0.419","0.5059","32.6","24.75","14.47","2.37","7.84","24.8","75.2","2.48","10.44","4","8.65","12.74","15.64","48.8","40.24","7.16","3.8","5.37","12.361748","","0","0","0","0.45","5.5","55568","58087","41603","46571","60532","13.96","15.25","26.3","18.82","10.58","12.94","137600","921","10.5","30.55","32.12","17.19","9.64","14.89","4.24","6.93","14.19","32.9","2020","Taylor","11.2","17.3","2020","Taylor","18.8","2020","Taylor","23.1","20","4","20","1","1","434.99","61.95","16.29","21.08","5.67","","3.78","13.52","13.816072","5.090132","72.7","87.5","39.4","143.4","25.1","48.8","66","0.84","1.38","0.49","179.67","96.88","0","1","2","0.03","0","0","0.02","0.1","0.03","0.12","9.37","0.01","0.15","72.32","90","90","0.13","0.4","71.43","27.55","1.02","0.0072","0.0072","0.0359","0","0","2.29","2.08","2.63","2.63","3.46","2.63","13.79","3.82"
"Terrell","48443","903","0.0198","0.0593","0.2134","0.7075","0","59.1","12.96","34.33","0","1.55","50.28","82.39","0","5.09","6","18.62","3.58","26.25","66.2","5.23","0","28.57","0","","","0","0","0","0.36","4.6","42823","","","43293","37390","4.76","","0","3.74","6.45","1.19","81400","","14.76","22.46","40.18","19.13","3.47","5.32","9.97","9.08","9.75","38.1","2020","Terrell","19.2","13","2020","Terrell","14.6","2020","Terrell","18.4","14","0","13","2","0","","","","","","","","","110.741971","0","72.3","0","0","0","0","0","0","0","0","1.42","0","100","1","1","1","0","1.11","0","1.11","0","0","0","0","0","0","","","","","","50","50","0","0","0","0","0","0","78.48","55.16","80.26","55.16","141.61","58.55","3.01","55.16"
"Terry","48445","12408","0.9486","0.9605","0.8656","0.751","0.7984","34.5","27.49","15.07","0.02","2.54","55.48","89.19","11.46","4.39","6","11.53","22.34","19.34","50.95","17.87","26.03","5.16","6.29","","","0","0","0","0.44","7.3","44052","","","36227","57650","21.12","0","35","24.57","16.24","17.95","78500","698","30.28","30.27","27.89","8.43","3.13","23.38","4.62","6.37","25","40.9","2020","Terry","16.5","16.7","2020","Terry","21.7","2020","Terry","21.9","15","6","16","1","2","729.17","60.97","24.07","22.46","","","","","8.059317","0","20.5","30.7","7.7","0","0","7.7","0","0.41","0.41","0.08","8.11","100","1","1","2","0","0","0","0.48","0.08","0","0.16","13.06","0","0","75","50","50","0.27","0.22","40","40","20","0","0","0","0.0821","0.0821","30.95","1.16","27.92","1.16","34.45","26.06","0.96","36.11"
"Throckmorton","48447","1500","0.1225","0.2688","0.5375","0.0395","0.0632","48.4","20.33","25.67","0","1.07","12.07","93.93","2.52","8.54","6","12.62","18.93","18.51","54.07","26.52","15.7","3.7","3.37","","","0","0","0","0.51","4.9","41875","","","","43864","22.6","","100","40.33","18.56","8.27","58600","604","13.03","37.39","27.27","14.62","7.69","11.73","10.67","3.93","14.67","35.6","2020","Throckmorton","15.6","14.8","2020","Throckmorton","18.9","2020","Throckmorton","21.9","14","3","13","1","2","","132.22","","","","","","","66.666667","0","18.5","65.8","0","65.8","0","0","0","0","0.67","0","66.62","100","1","1","0","0","0","0","0.67","0.67","0","0.67","38.67","0","0","","","","","","20","40","40","0","0","0","0","0","56.11","3.98","26.82","3.98","57.64","26.82","3.98","53.46"
"Titus","48449","32709","0.8261","0.7549","0.8735","0.7115","0.6561","34.2","29.01","14.19","0.99","9.2","43.61","70.4","7.28","6.89","5","9.93","26.09","19.59","45.97","36.92","9.03","8.08","3.68","","100","0","0","0","0.41","6.7","53406","64306","26748","53553","58986","15.78","8.12","18.49","20.46","11.13","15.98","99900","730","21.83","35.45","25.96","12.15","4.6","20.32","5.53","3.81","18.15","38.7","2020","Titus","14.6","16.5","2020","Titus","19.7","2020","Titus","22.1","18","5","16","1","2","505.84","49.94","21.31","15.83","6.09","","","7.31","21.400838","12.22905","49.4","91","3","75.9","12.1","30.3","42.5","0.52","0.97","0.21","64.12","94.29","2","1","2","0.03","0.06","0","0.03","0.09","0.03","0.21","18.53","0","0","86.67","100","0","0.1","0.59","73.91","17.39","8.7","0","0","0","0.0304","0","1.86","2.18","2.18","2.18","2.18","2.18","2.22","38.77"
"Tom Green","48451","118645","0.4308","0.2688","0.2767","0.6324","0.6285","34.3","23.76","15.5","1.33","4.2","40.53","81.06","3.43","10.45","4","9.21","12.32","15.5","48.08","40.17","5.91","5.84","5.49","18.542711","","0","0","0","0.45","6.3","57670","81310","41250","52463","61154","12.16","5.19","19.14","14.32","10.29","9.75","149700","892","13.62","29.07","32.32","16.69","8.31","11.42","4.99","7.01","13.33","35.3","2020","Tom Green","12","18.6","2020","Tom Green","15.8","2020","Tom Green","22.1","16","3","17","3","2","722.58","48.16","12.29","16.84","4.72","","2.19","10.78","12.642758","7.585655","46.6","102.2","33.3","101.4","26.8","34.1","32.4","0.6","0.88","0.28","155.2","98.89","2","1","2","0.03","0.01","0.01","0","0.13","0.03","0.1","9.37","0.01","0.24","66.99","83.33","50","0.12","0.49","64.79","33.8","1.41","0","0.0083","0.0333","0.0417","0.0417","2.15","1.93","1.93","2.16","2.16","2.16","2.96","2.44"
"Travis","48453","1250884","0.2174","0.1937","0.0119","0.6719","0.6324","34.5","21.64","9.84","6.8","8.29","33.6","69.3","5.23","5.05","1","3.57","5.59","6.6","20.62","41.29","32.12","5.96","5.44","24.542643","71.04","0","0","0","0.47","6.3","80668","97413","53747","62090","96278","11.38","13.16","18.05","15.8","7.2","6.56","347700","1348","9.74","15.73","23","32.45","19.09","9.71","3.01","3.88","12.28","29.6","2020","Travis","8.3","19.7","2020","Travis","12.4","2020","Travis","21.8","17","3","17","1","2","597.22","39.33","10.67","12.45","3.42","0.43","8.23","15.03","10.072876","4.237004","39.1","102.3","29.9","131.5","112.3","13.6","95.9","0.72","0.93","0.38","291.61","95.72","2","2","2","0.01","0.03","0","0","0.02","0.01","0.04","2.34","0","0.15","87.49","77.78","66.67","0.11","0.49","68.12","29.53","2.35","8e-04","0.0023","0.01","0.0069","0.0054","2.36","2.1","2.92","3.11","5.42","2.98","1.9","3.77"
"Trinity","48455","14689","0.7194","0.834","0.7708","0.1304","0.581","50","20.09","26.73","0.11","8.64","10.45","85.38","1.47","11.95","5","16.23","14.79","23.18","26.05","23.57","33.94","16.43","7.55","","","0","0","0","0.47","8.1","44052","","18015","51932","48867","17.77","0","41.22","29.62","11.83","15.63","87500","650","17.44","35.74","33.18","9.74","3.9","18.66","12.52","7.06","19.2","41","2020","Trinity","17","14.5","2020","Trinity","21.5","2020","Trinity","24","18","4","15","1","2","","84.49","40.88","23.17","","","","16.35","20.423446","13.615631","20.5","21.1","14.1","21.1","0","0","0","0.07","0.27","0.27","13.65","98.63","1","1","1","0","0.07","0","0.41","0.14","0","0.34","24.85","0","0","71.57","100","66.67","0.05","0.3","53.33","33.33","13.33","0","0","0","0","0","35.75","4.07","20.46","4.07","40.95","4.13","4.06","45.93"
"Tyler","48457","21524","0.7312","0.7233","0.253","0.1067","0.9802","42.6","19.22","22","0.42","10.48","7.99","83.55","0.17","8.91","6","16.35","12.72","24.03","35.37","23.75","19.31","21.57","7.27","","","0","0","0","0.44","9.9","47865","","34028","81944","47923","18.52","29.33","48.07","10.04","16.68","17.19","91000","765","18.68","41.68","25.39","10.51","3.74","17.81","11.82","6.85","17.25","34.5","2020","Tyler","14.5","17.5","2020","Tyler","22.2","2020","Tyler","22.9","19","3","17","1","5","515.46","66.78","26.9","22.26","","","","24.11","27.87586","13.93793","9.8","14.1","4.7","28.1","0","18.7","18.7","0.09","0.37","0.14","27.69","100","1","1","1","0","0","0","0.14","0.14","0","0.14","13.94","0","0","68.53","100","100","0.15","0.39","44.44","33.33","22.22","0","0","0","0","0","41.05","6.58","24.53","6.58","42.21","25.67","5.61","32.01"
"Upshur","48459","41386","0.3162","0.3953","0.4585","0.0988","0.3676","41.2","23.93","18.2","0.4","8.07","8.7","85.06","0.72","8.32","4","11.73","12.69","14.9","23.53","33.21","36.83","6.43","4.1","","","0","0","0","0.45","7.7","54330","","45551","41741","56981","14.9","44.65","23.4","20.92","13.29","14.44","153800","798","13.24","34.93","33.59","12.63","5.61","16.25","6.59","5.6","15.13","36.4","2020","Upshur","13.6","17.1","2020","Upshur","20.9","2020","Upshur","23.6","18","4","17","1","2","506.33","60.26","26.03","18.32","8.2","","5.3","9.16","48.325521","19.330208","7.7","16.8","19.2","38.4","9.6","19.2","4.8","0.17","0.07","0","38.32","96.15","0","0","2","0","0","0","0.1","0.05","0","0.24","15.71","0","0","64.8","100","100","0.22","0.68","84.21","15.79","0","0","0","0.0237","0.0237","0.0237","17.42","6.81","9.78","9.78","20.51","19","6.86","15.91"
"Upton","48461","3651","0.2569","0.0711","0.4941","0.7708","0.419","38.9","29.03","14.85","0.85","7.07","54.23","45.99","8.18","5.6","6","13.84","24.18","29.76","49.19","10.7","19.85","20.26","7.37","","","0","0","0","0.39","5.6","59008","","54583","44271","67976","11.13","0","0","14.13","8.58","5.06","78900","781","21.9","37.96","26.12","9.76","4.26","11.41","8.04","2.2","7.51","37.7","2020","Upton","13.9","17.5","2020","Upton","17.4","2020","Upton","20.3","9","1","13","0","1","","54.68","","","","","","","27.389756","27.389756","3.7","50.2","0","0","0","0","0","0","0.83","0.28","","100","1","1","1","0","0","0","0.27","0","0","0.27","8.22","0","0","96.67","0","0","0","0","0","16.67","83.33","0","0","0","0.276","0.276","55.1","5.67","48.41","23.68","96.02","24.9","12.53","23.68"
"Uvalde","48463","26899","0.9565","0.8933","0.9842","0.9012","0.7747","33.8","26.7","16.84","0.83","0.6","71.88","89","8.78","8.57","5","22.17","10.09","25.76","56.6","26.03","11.7","5.67","8.25","","","0","0","0","0.47","6.4","45936","","","39375","51552","20.99","0","22.03","24.61","11.56","23.26","103000","834","24.13","29.57","26.87","14.5","4.94","24.1","5","5.01","20.2","38.4","2020","Uvalde","16.2","16.2","2020","Uvalde","16.9","2020","Uvalde","20.7","14","3","12","0","1","531.65","57.14","20.04","15.58","","","","11.13","14.870441","3.71761","23.6","53.7","17.9","53.7","3.6","10.7","21.5","0.41","0.56","0.26","52.35","100","1","1","1","0.04","0.07","0","0.22","0.04","0.07","0.11","8.74","0","0","50.09","50","50","0.18","0.6","62.5","12.5","25","0","0","0.0374","0.0374","0.0374","3.03","1.73","1.73","1.73","75.33","1.73","0.83","49.52"
"Val Verde","48465","49018","0.9644","0.8893","0.9368","0.9368","0.9605","32.2","28.33","14.3","0.71","1.34","82.21","84.27","12.39","8.62","5","14.9","16.84","29.2","52.55","36.68","6.74","4.02","6.66","14.280468","","0","0","0","0.46","7.9","47675","","34954","42320","68365","18.32","0","18.53","19.44","13.73","18.97","105400","766","29.98","24.52","26.38","12.43","6.69","18.88","5.89","5.64","21.83","42","2020","Val Verde","16.3","16.9","2020","Val Verde","17.1","2020","Val Verde","20","14","2","12","0","1","366.49","37.91","11","10.6","","","","7.34","6.120201","2.040067","21.1","47.7","4.1","16.6","16.6","4.1","10.4","0.33","0.43","0.31","53.03","99.25","1","1","1","0","0.04","0.04","0.14","0.1","0.02","0.06","4.73","0","0","69.03","66.67","66.67","0.17","0.43","75","25","0","0","0","0","0.0204","0.0204","70.34","1.87","1.87","1.87","140.34","1.87","1.23","112.67"
"Van Zandt","48467","55970","0.2055","0.336","0.2292","0.0711","0.2648","42.3","23.12","20.37","0.42","2.87","11.3","92.33","1.41","9.27","6","10.89","15.1","17.7","25.8","21.95","28.42","23.82","2.78","","","0","0","0","0.47","6.1","57203","","39063","41645","59769","12.72","0","28.82","20.36","11","11.72","152200","865","14.7","33","36.52","11.75","4.03","12.88","8.96","6.35","17.46","35.6","2020","Van Zandt","13.7","16.6","2020","Van Zandt","20.2","2020","Van Zandt","23.6","20","4","20","2","3","706.44","67.94","33.25","18.59","6.44","","5.01","11.8","28.586743","10.720029","18.2","19.8","32.5","39.7","9","16.2","14.4","0.21","0.26","0.07","33.57","100","0","2","1","0","0","0","0.16","0.07","0.02","0.16","10.11","0","0","83.59","100","33.33","0.21","0.48","66.67","29.17","4.17","0","0","0","0.0174","0.0174","32.86","13.71","23.64","13.71","43.84","17.14","1.83","31.7"
"Victoria","48469","92044","0.6838","0.6403","0.5731","0.7194","0.6601","35.9","25.37","16.13","1.18","5.93","47.29","82.1","2.37","7.22","4","10.18","15.43","19.64","42.39","36.14","16.16","5.31","6.11","11.950806","93.62","0","0","0","0.46","8.3","58959","143221","41372","52281","67195","15.71","3.62","25.67","20.86","9.51","13.12","152900","961","16.6","30.51","33.97","13.03","5.89","14.18","7.4","4.59","17.28","37.7","2020","Victoria","13.7","17","2020","Victoria","17","2020","Victoria","21.1","19","4","17","2","3","558.33","49.5","17.37","19.11","5.64","","3.69","10.42","21.728738","8.691495","67.5","89","17.4","83.9","14.3","14.3","32.7","0.57","0.97","0.23","155.29","96.98","0","1","2","0.03","0","0.02","0","0.08","0.03","0.08","7.04","0.02","0.29","82.24","66.67","66.67","0.2","0.46","58.7","36.96","4.35","0","0","0.0218","0.0218","0.0109","2.76","1.85","1.85","2.23","78.37","2.23","22.57","4.29"
"Walker","48471","72295","0.5573","0.4822","0","0.5534","0.9763","35.3","14.77","12.88","1.28","23.08","18.07","70.68","2.4","7.62","5","10","14.86","14.53","18.39","44.18","31.77","5.66","6.35","8.299329","","0","0","0","0.48","7.2","41508","","31091","31961","46689","20.74","64.8","30.01","30.62","14.42","6.83","160100","893","14.03","39.92","27.04","13.14","5.88","9.55","3.7","4.43","12.29","40.4","2020","Walker","12.5","19.1","2020","Walker","20.1","2020","Walker","21.6","15","4","15","1","3","558.29","36.81","16.33","13.01","","","3.6","8.58","13.832215","5.532886","25.6","51.4","29.7","106.8","10.8","16.2","13.5","0.4","0.44","0.22","56.19","94.96","2","1","2","0","0.01","0","0.01","0.07","0.01","0.07","4.72","0","0","74.08","0","100","0.16","0.45","57.89","42.11","0","0","0","0","0.0277","0.0139","21.37","5.05","5.05","5.05","41.64","5.05","4.78","30.84"
"Waller","48473","53626","0.6917","0.6601","0.2372","0.7391","0.8577","29.5","24.08","11.81","1.23","24.37","30.42","54.72","5.68","4.25","2","6.36","15.01","20.13","28.15","26.71","33.54","11.59","2.96","","","0","1","0","0.46","7.8","61752","","35997","60211","88443","14.66","10.66","32.12","15.19","7.26","9.35","222700","1000","14.76","31.49","30.77","15.3","7.68","10.14","5.49","2.93","19.78","35.4","2020","Waller","11.2","18","2020","Waller","16.3","2020","Waller","21.1","14","3","14","1","1","479.76","44.53","18.34","13.84","","","6.74","10.1","31.701041","9.323835","4.4","9.9","11.8","37.5","13.8","7.9","11.8","0.16","0.23","0.02","27.15","100","0","1","1","0","0","0","0.04","0.06","0","0.06","4.83","0","0","60","100","0","0.18","0","80","20","0","0","0","0.0348","0","0","15.62","7.65","7.65","17.86","32.78","7.65","5.82","16.89"
"Ward","48475","11745","0.5534","0.4625","0.5099","0.7787","0.4704","34.3","28.5","13.6","0.54","4.83","54.25","85.42","5.07","6.03","6","13","18.49","21.71","54.81","18.73","17.43","9.03","3.49","","","0","0","0","0.42","9.4","61915","","70255","51875","76939","11.63","0","6.98","15.76","6.75","11.44","98700","850","20.45","36.5","31.51","9.11","2.43","16.07","3.69","4.15","15.97","39.8","2020","Ward","14","17.7","2020","Ward","18.5","2020","Ward","21","15","2","14","0","1","","66.23","39.06","","","","","","59.59983","17.028523","32.5","7.4","7.4","7.4","0","7.4","0","0","0.74","0.17","16.67","100","1","1","1","0","0","0","0.34","0.09","0","0.09","7.83","0","0","55.56","100","100","0.2","0.25","14.29","42.86","42.86","0","0","0","0.0827","0.0827","52.96","0.76","21.78","0.76","99.2","0.76","0.4","35.39"
"Washington","48477","35275","0.3597","0.2055","0.1858","0.3913","0.8024","42","21.58","21.46","1.65","17.21","16.31","76.43","1.97","7.88","5","16.95","11.22","21.15","43.84","34.54","14.28","7.34","5.22","11.339476","","0","0","0","0.47","5.6","59623","","46741","51989","67185","10.53","35.61","24.8","13.71","5.54","7.3","193000","922","12.48","31.01","28.43","18.24","9.85","9.41","7.01","8.07","11.66","34.3","2020","Washington","13.3","16.3","2020","Washington","16.2","2020","Washington","20.8","15","4","15","0","1","391.64","49.76","22.05","10.18","","","","7.35","17.009213","11.339476","29.2","79.6","11.4","45.5","11.4","17.1","31.3","0.5","0.53","0.22","55.74","98.67","0","1","2","0","0","0","0.06","0.09","0","0.17","14.6","0","0","92.86","100","75","0.33","0.23","73.33","26.67","0","0","0","0","0","0","26.71","3.85","3.85","3.85","57.64","3.85","2.7","28.1"
"Webb","48479","274847","0.9605","0.9723","0.8458","0.9881","0.8261","28.9","32.88","9.39","0.51","0.46","95.51","81.24","25.6","2.97","3","14.43","16.03","24.53","29.11","46.24","20.23","4.42","6.01","5.457582","73.22","0","0","0","0.46","8.5","50296","95065","57434","49211","67806","24.64","27.01","14.31","25.03","13.95","24.56","135000","851","31.85","24.57","24.82","13.38","5.38","24.76","3.81","2.79","28.74","43.9","2020","Webb","16","16.5","2020","Webb","16.4","2020","Webb","20.1","18","2","14","2","1","523.4","23.91","10.46","6.1","4.51","1.38","8.14","13.52","5.093743","1.819194","16.2","42","34","45.3","2.9","12.7","14.5","0.32","0.53","0.1","33.98","94.12","2","1","1","0","0.04","0.03","0","0.08","0.01","0.03","2.24","0","0.04","76.21","100","100","0.12","0.46","54.32","38.27","7.41","0","0","0.0252","0.0036","0","113.44","2.17","2.28","2.31","117.71","2.31","1.29","3.29"
"Wharton","48481","41672","0.8775","0.8063","0.8261","0.7194","0.8656","37.3","26.09","16.98","0.4","13.23","41.81","75.76","4.95","5.89","5","14.85","17.84","20.15","42.58","27.28","19.11","11.04","7.73","","","0","0","0","0.48","6.8","51770","103304","30676","41534","67606","15.12","15.6","26.74","20.06","7.31","16.21","148700","787","19.95","29.07","32.2","12.75","6.02","13.81","6.5","5.41","19.18","40.6","2020","Wharton","15.3","16.3","2020","Wharton","18.3","2020","Wharton","21.4","17","2","15","0","1","400","55.14","20.14","18.22","","","5.27","15.82","33.5957","11.998464","31.5","54.8","2.4","59.6","16.7","14.3","9.5","0.55","0.58","0.29","43.32","98.35","0","2","2","0.02","0.07","0.02","0.12","0.07","0.02","0.1","7.63","0.02","0.48","70.7","75","100","0.2","0.29","70.83","29.17","0","0","0","0","0","0","11.31","2.92","2.92","2.92","56.77","19.12","2.25","35.47"
"Wheeler","48483","5187","0.6403","0.7075","0.8972","0.3241","0.2134","40.6","25.47","19.51","0.33","2.74","25.81","90.03","3.25","5.98","6","12.33","17.72","20.34","52.05","19.93","18.13","9.88","5.19","","","0","0","0","0.43","6","49036","","","48646","51680","17.04","0","15.71","33.98","10.64","12.67","83600","800","20.1","30.65","33.99","11.86","3.39","15.13","4.94","4.8","21.1","38","2020","Wheeler","15","16.4","2020","Wheeler","21","2020","Wheeler","23.1","15","2","12","1","2","","76.64","","","","","","","19.278967","19.278967","4.3","51.9","0","34.6","0","17.3","0","0.4","0.81","0.4","59.34","50","0","1","2","0","0","0","0.19","0.39","0","0.39","28.92","0","0","48.89","100","100","0","0","22.22","33.33","44.44","0","0","0","0","0","72.72","1.66","38.78","1.66","94.3","38.78","9.96","71.97"
