"County","State","FIPS.Code","Population","Economic.Region","Overall.Social.Vulnerability","Socioeconomic.Social.Vulnerability","Household.Characteristics.Social.Vulnerability","Race.Ethnicity.Social.Vulnerability","Housing.Transport.Social.Vulnerability","Median.Age","Percent.Age.0.to.17","Percent.Age.Over.65","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.White","Percent.Households_Limited_English","Percent.Veteran","NCHS.Rural.Urban.Code","Percent.Households.No.Computer.Device","Percent.Households.Smartphone.Only","Percent.Households.No.Internet","Percent.Commute.Less.than.15min","Percent.Commute.15min.to.29min","Percent.Commute.30min.to.59min","Percent.Commute.60min.or.More","Percent.Housing.Units.No.Vehicle","GINI.Index","Percent.Unemployed","Median.Household.Income","Median.Household.Income.Asian","Median.Household.Income.Black","Median.Household.Income.Hispanic","Median.Household.Income.White","Percent.in.Poverty","Percent.in.Poverty.Asian","Percent.in.Poverty.Black","Percent.in.Poverty.Hispanic","Percent.in.Poverty.White","Percent.Households.Food.Stamps","Median.Home.Value","Median.Rent","Percent.Less.than.Highschool","Percent.Highschool.Graduate","Percent.with.Associate.Degree","Percent.with.Bachelor.Degree","Percent.with.Graduate.Degree","Percent.Medicaid","Percent.Medicare.Only","Percent.Health.Insurance.Other","Percent.No.Health.Insurance","Obesity.Rate","Diabetes.Rate","Binge.Drinking.Rate","Smoking.Rate","Depression.Rate","Anxiety.Disorders.Rate.Medicare","Bipolar.Disorder.Rate.Medicare","Depressive.Disorders.Rate.Medicare","Personality.Disorders.Rate.Medicare","Opioid.Overuse.Disorder.Rate.Medicare","Birth.Defects.per.10k","Deaths.from.Injury.per.100k","Deaths.from.Transport.Accident.per.100k","Deaths.from.Suicide.per.100k","Deaths.from.Assault.per.100k","Accidental.Deaths.by.Benzodiazepines.per.100k","Accidental.Deaths.by.Cannabis.per.100k","Accidental.Deaths.by.Cocaine.per.100k","Accidental.Deaths.by.Heroin.per.100k","Accidental.Deaths.by.Methadone.per.100k","Accidental.Deaths.by.Opioids.per.100k","Accidental.Deaths.by.Other.Narcotics.per.100k","Accidental.Deaths.by.Other.Opioids.per.100k","Accidental.Deaths.by.Psychostimulants.per.100k","Accidental.Deaths.by.Pyschotropics.per.100k","Accidental.Deaths.by.Synthetics.per.100k","Maternal.Deaths.per.100k","Opioid.Overdose.Deaths.per.100k","Drug.Poisoning.Deaths.per.100k","Opioid.Dispensing.Rate.per.100","HPSA.Primary.Care.Score","HPSA.Primary.Care.FTE.Short","HPSA.Mental.FTE.Short","HPSA.Mental.Score","PCPs.per.100k","Nurse.Practitioners.per.100k","Physician.Assistants.per.100k","Dentists.per.100k","LCDCs.per.100k","LPCs.per.100k","LCSWs.per.100k","Psychiatrists.per.100k","Mental.Health.Providers.per.100k","Urgent.Care.Orgs.per.100k","Health.Centers.per.100k","Community.Mental.Health.Centers.per.100k","Rural.Health.Clinics.per.100k","Home.Health.Agencies.per.100k","Hospices.per.100k","Nursing.Facilities.per.100k","Nursing.Facility.Beds.per.100k","Skilled.Nursing.Facilities.per.100k","Skilled.Nursing.Facility.Beds.per.100k","Mental.Health.Facilities.per.1k","Mental.Health.Facilities.Accepting.Medicare.per.1k","Percent.Clinicians.Accepting.Medicaid","Percent.Nursing.Homes.For.Profit","Percent.Nursing.Homes.Chain","Percent.Hospitals.Private.For.Profit","Percent.Hospitals.Non.Profit","Percent.Hospitals.Government","Nursing.Home.Occupancy.Rate","Median.Distance.to.Urgent.Care","Median.Distance.to.Emergency.Department","Median.Distance.to.Medical.Surgical.ICU","Median.Distance.to.Trauma.Center","Median.Distance.to.Pediatric.ICU","Median.Distance.to.Obstetrics.Department","Median.Distance.to.Health.Clinic","Median.Distance.to.Alcohol.Drug.Incare"
"Titus","Texas","48449","32709","Upper East","0.8261","0.7549","0.8735","0.7115","0.6561","34.2","29.01","14.19","0.99","9.2","43.61","44.54","7.28","6.89","5","9.93","26.09","19.59","45.97","36.92","9.03","8.08","3.68","0.41","5.06","53406","64306","26748","53553","58986","15.78","8.12","18.49","20.46","11.13","15.98","99900","730","21.83","35.45","25.96","12.15","4.6","20.32","5.53","3.81","18.15","38.7","14.6","16.5","19.7","22.1","18","5","16","1","2","505.84","49.94","21.31","15.83","6.09","0","","","","","0","","0","","","","","","7.31","49.4","","","0.61","11","87.9","97","21","51.5","9.1","63.6","18.2","3","64.12","3","6","0","3","9","3","21","1853","0","0","3.04","0","94.29","100","0","73.91","17.39","8.7","86.67","1.86","2.18","2.18","2.18","2.18","2.18","2.22","38.77"
"Tom Green","Texas","48451","118645","West Texas","0.4308","0.2688","0.2767","0.6324","0.6285","34.3","23.76","15.5","1.33","4.2","40.53","52.47","3.43","10.45","4","9.21","12.32","15.5","48.08","40.17","5.91","5.84","5.49","0.45","4.03","57670","81310","41250","52463","61154","12.16","5.19","19.14","14.32","10.29","9.75","149700","892","13.62","29.07","32.32","16.69","8.31","11.42","4.99","7.01","13.33","35.3","12","18.6","15.8","22.1","16","3","17","3","2","722.58","48.16","12.29","16.84","4.72","","0","","","","","","0","","","","","2.19","10.78","46.6","","","","","93.5","88","28","39.6","32.5","84.8","29.3","6.3","155.2","3","1","1","0","13","3","10","937","1","24","4.17","4.17","98.89","83.33","50","64.79","33.8","1.41","66.99","2.15","1.93","1.93","2.16","2.16","2.16","2.96","2.44"
"Travis","Texas","48453","1250884","Capital","0.2174","0.1937","0.0119","0.6719","0.6324","34.5","21.64","9.84","6.8","8.29","33.6","48.59","5.23","5.05","1","3.57","5.59","6.6","20.62","41.29","32.12","5.96","5.44","0.47","4.31","80668","97413","53747","62090","96278","11.38","13.16","18.05","15.8","7.2","6.56","347700","1348","9.74","15.73","23","32.45","19.09","9.71","3.01","3.88","12.28","29.6","8.3","19.7","12.4","21.8","17","3","17","1","2","597.22","39.33","10.67","12.45","3.42","4.47683398300722","","4.63672091097176","4.07711666309586","","8.71383757406762","","2.39830391946815","7.11496829442219","8.4740071821208","3.43756895123769","0.43","8.23","15.03","39.1","","","","","105.2","93","38","67.2","26.1","135.5","114.2","19.7","291.61","1","3","0","0","2","1","4","234","0","15","0.69","0.54","95.72","77.78","66.67","68.12","29.53","2.35","87.49","2.36","2.1","2.92","3.11","5.42","2.98","1.9","3.77"
"Trinity","Texas","48455","14689","Southeast","0.7194","0.834","0.7708","0.1304","0.581","50","20.09","26.73","0.11","8.64","10.45","78.04","1.47","11.95","5","16.23","14.79","23.18","26.05","23.57","33.94","16.43","7.55","0.47","7.07","44052","","18015","51932","48867","17.77","0","41.22","29.62","11.83","15.63","87500","650","17.44","35.74","33.18","9.74","3.9","18.66","12.52","7.06","19.2","41","17","14.5","21.5","24","18","4","15","1","2","","84.49","40.88","23.17","","0","","0","","","","","0","","","","","","16.35","20.5","16","3.13","0.62","17","21.2","27","27","-","28.3","49.6","-","-","13.65","0","7","0","41","14","0","34","2485","0","0","0","0","98.63","100","66.67","53.33","33.33","13.33","71.57","35.75","4.07","20.46","4.07","40.95","4.13","4.06","45.93"
"Tyler","Texas","48457","21524","Southeast","0.7312","0.7233","0.253","0.1067","0.9802","42.6","19.22","22","0.42","10.48","7.99","78.77","0.17","8.91","6","16.35","12.72","24.03","35.37","23.75","19.31","21.57","7.27","0.44","14.4","47865","","34028","81944","47923","18.52","29.33","48.07","10.04","16.68","17.19","91000","765","18.68","41.68","25.39","10.51","3.74","17.81","11.82","6.85","17.25","34.5","14.5","17.5","22.2","22.9","19","3","17","1","5","515.46","66.78","26.9","22.26","","0","0","0","0","0","0","","0","","","0","","","24.11","9.8","17","3.58","0.94","19","23.5","37","14","14.1","4.7","37.6","4.7","-","27.69","0","0","0","14","14","0","14","1394","0","0","0","0","100","100","100","44.44","33.33","22.22","68.53","41.05","6.58","24.53","6.58","42.21","25.67","5.61","32.01"
"Upshur","Texas","48459","41386","Upper East","0.3162","0.3953","0.4585","0.0988","0.3676","41.2","23.93","18.2","0.4","8.07","8.7","80.01","0.72","8.32","4","11.73","12.69","14.9","23.53","33.21","36.83","6.43","4.1","0.45","5.95","54330","","45551","41741","56981","14.9","44.65","23.4","20.92","13.29","14.44","153800","798","13.24","34.93","33.59","12.63","5.61","16.25","6.59","5.6","15.13","36.4","13.6","17.1","20.9","23.6","18","4","17","1","2","506.33","60.26","26.03","18.32","8.2","","","0","","0","0","0","0","0","0","0","","5.3","9.16","7.7","","","","","16.6","7","0","7.1","14.2","42.7","11.9","4.7","38.32","0","0","0","10","5","0","24","1571","0","0","2.37","2.37","96.15","100","100","84.21","15.79","0","64.8","17.42","6.81","9.78","9.78","20.51","19","6.86","15.91"
"Upton","Texas","48461","3651","West Texas","0.2569","0.0711","0.4941","0.7708","0.419","38.9","29.03","14.85","0.85","7.07","54.23","39.72","8.18","5.6","6","13.84","24.18","29.76","49.19","10.7","19.85","20.26","7.37","0.39","2.98","59008","","54583","44271","67976","11.13","0","0","14.13","8.58","5.06","78900","781","21.9","37.96","26.12","9.76","4.26","11.41","8.04","2.2","7.51","37.7","13.9","17.5","17.4","20.3","9","1","13","0","1","","54.68","","","","","","","","","","","0","","","","","","","3.7","17","0.83","0.18","12","-","83","28","-","-","-","24.2","-","","0","0","0","27","0","0","27","822","0","0","27.6","27.6","100","0","0","0","16.67","83.33","96.67","55.1","5.67","48.41","23.68","96.02","24.9","12.53","23.68"
"Uvalde","Texas","48463","26899","South Texas","0.9565","0.8933","0.9842","0.9012","0.7747","33.8","26.7","16.84","0.83","0.6","71.88","25.56","8.78","8.57","5","22.17","10.09","25.76","56.6","26.03","11.7","5.67","8.25","0.47","4.94","45936","","","39375","51552","20.99","0","22.03","24.61","11.56","23.26","103000","834","24.13","29.57","26.87","14.5","4.94","24.1","5","5.01","20.2","38.4","16.2","16.2","16.9","20.7","14","3","12","0","1","531.65","57.14","20.04","15.58","","","","0","0","","0","","","","","","","","11.13","23.6","11","0.82","","","52.8","56","26","24.6","24.6","52.8","7","3.5","52.35","4","7","0","22","4","7","11","874","0","0","3.74","3.74","100","50","50","62.5","12.5","25","50.09","3.03","1.73","1.73","1.73","75.33","1.73","0.83","49.52"
"Val Verde","Texas","48465","49018","South Texas","0.9644","0.8893","0.9368","0.9368","0.9605","32.2","28.33","14.3","0.71","1.34","82.21","14.82","12.39","8.62","5","14.9","16.84","29.2","52.55","36.68","6.74","4.02","6.66","0.46","4","47675","","34954","42320","68365","18.32","0","18.53","19.44","13.73","18.97","105400","766","29.98","24.52","26.38","12.43","6.69","18.88","5.89","5.64","21.83","42","16.3","16.9","17.1","20","14","2","12","0","1","366.49","37.91","11","10.6","","","","","","","","0","","","","","","","7.34","21.1","","","1.35","17","45.7","43","31","16.6","6.2","27","16.6","2.1","53.03","0","4","4","14","10","2","6","473","0","0","2.04","2.04","99.25","66.67","66.67","75","25","0","69.03","70.34","1.87","1.87","1.87","140.34","1.87","1.23","112.67"
"Van Zandt","Texas","48467","55970","Upper East","0.2055","0.336","0.2292","0.0711","0.2648","42.3","23.12","20.37","0.42","2.87","11.3","83.28","1.41","9.27","6","10.89","15.1","17.7","25.8","21.95","28.42","23.82","2.78","0.47","4.01","57203","","39063","41645","59769","12.72","0","28.82","20.36","11","11.72","152200","865","14.7","33","36.52","11.75","4.03","12.88","8.96","6.35","17.46","35.6","13.7","16.6","20.2","23.6","20","4","20","2","3","706.44","67.94","33.25","18.59","6.44","","","0","0","","","0","","","","0","","5.01","11.8","18.2","","","","","16.1","26","7","17.8","25","48.2","7.1","-","33.57","0","0","0","16","7","2","16","1011","0","0","1.74","1.74","100","100","33.33","66.67","29.17","4.17","83.59","32.86","13.71","23.64","13.71","43.84","17.14","1.83","31.7"
"Victoria","Texas","48469","92044","Alamo","0.6838","0.6403","0.5731","0.7194","0.6601","35.9","25.37","16.13","1.18","5.93","47.29","44.09","2.37","7.22","4","10.18","15.43","19.64","42.39","36.14","16.16","5.31","6.11","0.46","5.18","58959","143221","41372","52281","67195","15.71","3.62","25.67","20.86","9.51","13.12","152900","961","16.6","30.51","33.97","13.03","5.89","14.18","7.4","4.59","17.28","37.7","13.7","17","17","21.1","19","4","17","2","3","558.33","49.5","17.37","19.11","5.64","","0","","","0","","","0","","","","","3.69","10.42","67.5","","","1.63","13","86","97","23","41","20","85","9","3","155.29","3","0","2","0","8","3","8","704","2","29","2.18","1.09","96.98","66.67","66.67","58.7","36.96","4.35","82.24","2.76","1.85","1.85","2.23","78.37","2.23","22.57","4.29"
"Walker","Texas","48471","72295","Gulf Coast","0.5573","0.4822","0","0.5534","0.9763","35.3","14.77","12.88","1.28","23.08","18.07","56.2","2.4","7.62","5","10","14.86","14.53","18.39","44.18","31.77","5.66","6.35","0.48","3.42","41508","","31091","31961","46689","20.74","64.8","30.01","30.62","14.42","6.83","160100","893","14.03","39.92","27.04","13.14","5.88","9.55","3.7","4.43","12.29","40.4","12.5","19.1","20.1","21.6","15","4","15","1","3","558.29","36.81","16.33","13.01","","","0","","0","0","","0","","","","","","3.6","8.58","25.6","","","","","51.7","44","22","27.8","19.9","83.4","10.6","2.6","56.19","0","1","0","1","7","1","7","472","0","0","2.77","1.39","94.96","0","100","57.89","42.11","0","74.08","21.37","5.05","5.05","5.05","41.64","5.05","4.78","30.84"
"Waller","Texas","48473","53626","Gulf Coast","0.6917","0.6601","0.2372","0.7391","0.8577","29.5","24.08","11.81","1.23","24.37","30.42","42.81","5.68","4.25","2","6.36","15.01","20.13","28.15","26.71","33.54","11.59","2.96","0.46","5.29","61752","","35997","60211","88443","14.66","10.66","32.12","15.19","7.26","9.35","222700","1000","14.76","31.49","30.77","15.3","7.68","10.14","5.49","2.93","19.78","35.4","11.2","18","16.3","21.1","14","3","14","1","1","479.76","44.53","18.34","13.84","","","","","","","","0","0","","","","","6.74","10.1","4.4","","","","","11.5","23","2","13.4","11.5","38.3","15.3","3.8","27.15","0","0","0","4","6","0","6","483","0","0","0","0","100","100","0","80","20","0","60","15.62","7.65","7.65","17.86","32.78","7.65","5.82","16.89"
"Ward","Texas","48475","11745","West Texas","0.5534","0.4625","0.5099","0.7787","0.4704","34.3","28.5","13.6","0.54","4.83","54.25","39.37","5.07","6.03","6","13","18.49","21.71","54.81","18.73","17.43","9.03","3.49","0.42","5.76","61915","","70255","51875","76939","11.63","0","6.98","15.76","6.75","11.44","98700","850","20.45","36.5","31.51","9.11","2.43","16.07","3.69","4.15","15.97","39.8","14","17.7","18.5","21","15","2","14","0","1","","66.23","39.06","","","","","","0","","","","0","","","","","","","32.5","17","2.4","0.58","15","13.9","74","17","7","-","7","-","-","16.67","0","0","0","34","9","0","9","783","0","0","8.27","8.27","100","100","100","14.29","42.86","42.86","55.56","52.96","0.76","21.78","0.76","99.2","0.76","0.4","35.39"
"Washington","Texas","48477","35275","Central Texas","0.3597","0.2055","0.1858","0.3913","0.8024","42","21.58","21.46","1.65","17.21","16.31","63.39","1.97","7.88","5","16.95","11.22","21.15","43.84","34.54","14.28","7.34","5.22","0.47","4.58","59623","","46741","51989","67185","10.53","35.61","24.8","13.71","5.54","7.3","193000","922","12.48","31.01","28.43","18.24","9.85","9.41","7.01","8.07","11.66","34.3","13.3","16.3","16.2","20.8","15","4","15","0","1","391.64","49.76","22.05","10.18","","0","","","0","","","","0","","","","","","7.35","29.2","","","1.65","16","81.9","53","22","45.2","16.9","59.3","19.8","5.6","55.74","0","0","0","6","9","0","17","1460","0","0","0","0","98.67","100","75","73.33","26.67","0","92.86","26.71","3.85","3.85","3.85","57.64","3.85","2.7","28.1"
"Webb","Texas","48479","274847","South Texas","0.9605","0.9723","0.8458","0.9881","0.8261","28.9","32.88","9.39","0.51","0.46","95.51","3.48","25.6","2.97","3","14.43","16.03","24.53","29.11","46.24","20.23","4.42","6.01","0.46","5.67","50296","95065","57434","49211","67806","24.64","27.01","14.31","25.03","13.95","24.56","135000","851","31.85","24.57","24.82","13.38","5.38","24.76","3.81","2.79","28.74","43.9","16","16.5","16.4","20.1","18","2","14","2","1","523.4","23.91","10.46","6.1","4.51","","0","7.2767758061758","9.82364733833733","","13.0981964511164","","","","","4.72990427401427","1.38","8.14","13.52","16.2","14","20","11.13","18","44.5","53","10","24.9","37.4","43.8","3.6","2.5","33.98","0","4","3","0","8","1","3","224","0","4","0.36","0","94.12","100","100","54.32","38.27","7.41","76.21","113.44","2.17","2.28","2.31","117.71","2.31","1.29","3.29"
"Wharton","Texas","48481","41672","Gulf Coast","0.8775","0.8063","0.8261","0.7194","0.8656","37.3","26.09","16.98","0.4","13.23","41.81","44.12","4.95","5.89","5","14.85","17.84","20.15","42.58","27.28","19.11","11.04","7.73","0.48","5.3","51770","103304","30676","41534","67606","15.12","15.6","26.74","20.06","7.31","16.21","148700","787","19.95","29.07","32.2","12.75","6.02","13.81","6.5","5.41","19.18","40.6","15.3","16.3","18.3","21.4","17","2","15","0","1","400","55.14","20.14","18.22","","","","","","","","0","0","","","","","5.27","15.82","31.5","","","","","54.7","58","29","40.4","4.8","57.1","7.1","-","43.32","2","7","2","12","7","2","10","763","2","48","0","0","98.35","75","100","70.83","29.17","0","70.7","11.31","2.92","2.92","2.92","56.77","19.12","2.25","35.47"
"Wheeler","Texas","48483","5187","High Plains","0.6403","0.7075","0.8972","0.3241","0.2134","40.6","25.47","19.51","0.33","2.74","25.81","68.77","3.25","5.98","6","12.33","17.72","20.34","52.05","19.93","18.13","9.88","5.19","0.43","4.46","49036","","","48646","51680","17.04","0","15.71","33.98","10.64","12.67","83600","800","20.1","30.65","33.99","11.86","3.39","15.13","4.94","4.8","21.1","38","15","16.4","21","23.1","15","2","12","1","2","","76.64","","","","0","","","","","0","","0","","","","","","","4.3","","","0.26","14","68.5","81","40","17.1","-","-","-","-","59.34","0","0","0","19","39","0","39","2892","0","0","0","0","50","100","100","22.22","33.33","44.44","48.89","72.72","1.66","38.78","1.66","94.3","38.78","9.96","71.97"
"Wichita","Texas","48485","132154","Northwest","0.4427","0.4427","0.1897","0.3715","0.6245","34.6","22.54","14.72","2.23","10.2","19.54","64.73","2.2","12.29","4","10.32","13.38","16.06","53.94","37.99","5.38","2.69","6.65","0.46","4.57","49710","79559","29443","45115","52903","17.37","14.38","33.69","22.28","14.12","13.38","103200","822","11.73","32.6","32.53","15.4","7.73","15.76","5.13","8.79","14.85","36.2","11.9","18.5","18.7","22.2","22","4","23","1","5","400.99","59.27","15.42","18.45","5.29","","","","0","0","","0","","9.0803153896212","9.8370083387563","","","3.93","17.39","78.2","","","","","93.8","123","30","45","19.5","113.3","24.8","15","159.57","1","3","1","0","9","3","20","1175","0","0","3","3","97.32","66.67","66.67","65.52","28.74","5.75","61.6","3.97","2.22","3.5","3.27","49.28","3.5","2.22","3.6"
"Wilbarger","Texas","48487","12717","Northwest","0.7154","0.8419","0.5217","0.5336","0.5534","39.2","22.33","17.34","1.1","9.77","29.7","57.14","2.42","8.72","5","10.94","17.09","22.02","67.1","17.28","10.59","5.03","5.77","0.41","6.94","45121","","58019","46275","44418","18.93","0.79","30.53","22.31","16.18","17.83","73200","689","21.26","33.42","30.43","11.87","3.02","20","3.78","6.05","12.57","40.6","16.4","15.6","22.5","23","17","4","18","1","5","748.3","65.83","21.94","17.24","","","","","","","","","","0","0","","","","","49.6","12","0.69","0.62","17","46.5","96","0","7.7","7.7","92.9","46.5","46.5","148.8","0","0","0","0","24","8","16","2328","0","0","7.97","7.97","96.77","100","0","41.67","41.67","16.67","63.18","26.16","0.85","33.86","1.75","58.82","1.75","26.11","48.16"
"Willacy","Texas","48489","21419","South Texas","0.9407","0.9644","0.8024","0.9526","0.7075","33.4","23.79","14.05","0","0.85","88.18","10.63","14.21","4.04","5","16.17","21.27","26.88","48.12","24.33","25.37","2.18","4.42","0.46","10.44","37906","","","36180","75283","25.64","","100","26.84","16.61","26.45","62100","687","29.93","37.17","23.69","6.41","2.79","29.58","5.47","4.56","27.09","45.1","17.7","17.1","19.1","19.3","19","4","22","1","1","411.99","40.96","25.13","12.1","","","","0","","","","","","","0","0","","","13.03","16.2","","","","","31.7","9","52","4.5","4.5","40.7","9.1","-","28.09","0","5","0","5","5","0","5","462","0","0","0","0","100","100","100","62.5","12.5","25","100","26.44","3.63","21.92","21.92","21.92","3.63","3.63","22.76"
"Williamson","Texas","48491","570437","Capital","0.083","0.1028","0.1146","0.498","0.0949","36.6","25.58","12.21","7.1","6.4","24.62","58.35","2.79","8.69","2","2.69","4.16","4.56","20.11","36.41","35.02","8.45","2.27","0.39","4.96","90834","125472","73186","76148","94018","6.06","4.11","11.6","8.62","4.57","5.03","282700","1368","6.72","20.24","31.17","27.65","14.22","6.76","3.54","5.88","9.6","30.9","9.7","19.5","12.7","20.1","18","3","17","1","2","573.12","32.26","8.98","13.36","1.65","","","","","0","4.03199652196474","0","","","2.45425875250028","2.27895455589311","","3.93","7.19","29.2","","","","","83.4","60","30","69.5","23.5","105.3","51.1","8.4","120.73","1","1","0","1","2","1","4","316","0","1","0.65","0.49","96.87","91.67","83.33","74.74","23.16","2.11","91.03","3.32","3.08","3.12","3.64","11.3","3.44","3.09","8.57"
"Wilson","Texas","48493","50110","Alamo","0.1423","0.0474","0.1067","0.5573","0.4625","39.9","24.09","15.8","0.5","1.23","40.06","56.14","2.56","12.21","2","6.63","9.52","11.61","18.02","19.87","47.66","14.45","2.45","0.44","4.01","80082","","117212","70080","85915","9.99","40.71","21.21","14.52","6.19","8.59","210600","931","11.43","34.33","31.32","15.99","6.93","11.62","5.26","5.98","13.75","37.1","12.8","17.9","16.3","20.8","17","3","15","1","2","587.12","60.14","21.11","13.54","15.53","0","","0","0","","","0","","","","","","","7.57","12.1","14","6.35","1.42","15","31.6","44","12","18.6","16.7","61.3","27.9","1.9","31.33","0","0","2","12","4","2","6","603","0","0","0","0","100","66.67","100","53.85","30.77","15.38","82.13","18.47","8.51","8.51","8.51","24.71","20","4.5","18.09"
"Winkler","Texas","48495","7822","West Texas","0.4664","0.3755","0.5494","0.8261","0.3399","34.1","29.47","11.68","0","3.77","61.48","33.66","8.48","5.75","6","15.97","10.66","17.61","60.72","9.05","11.86","18.37","4.93","0.39","2.55","63585","","74125","59244","76719","12.02","","0","11.16","11.83","9.59","82800","830","31.12","30.41","28.94","7.26","2.27","5.63","3.74","2.62","24.83","37.4","13.2","18.5","18","20.8","13","0","13","1","1","","112.58","61.41","35.82","","","","","0","","","","","","","","","","","8.2","13","0.24","0.39","15","30.4","13","25","-","-","-","-","-","","0","0","0","26","26","0","13","1278","0","0","12.68","12.68","73.33","","","14.29","28.57","57.14","","56.91","0.93","0.93","19.56","79.63","0.93","0.94","42.24"
"Wise","Texas","48497","67884","Metroplex","0.2451","0.249","0.4585","0.1621","0.3755","38.6","24.68","15.12","0.41","1.35","19.58","76.22","3.35","8.24","2","6.77","12.13","15.68","24.31","27.34","33.54","14.81","2.59","0.42","4.36","67726","","77500","49742","74016","10.35","1.09","3.55","16.46","9.17","9.05","178200","1030","13.86","34.23","33.1","14.04","4.77","10.27","5.5","4.94","17.1","35.4","12.1","18.8","19.2","23.6","18","5","20","1","2","431.94","56.47","25.59","18.82","4.12","","","","0","0","","0","","","","0","","5.88","15.29","45","","","2.26","12","55.1","60","34","23.8","14.9","61","26.8","3","30.01","0","0","0","6","3","3","13","1140","0","0","1.41","1.41","97.87","100","100","72.73","22.73","4.55","83.33","25.64","8.14","8.33","22.22","36.06","8.14","4.43","24.39"
"Wood","Texas","48499","45054","Upper East","0.3083","0.3004","0.4506","0.0791","0.5138","48.3","19.2","26.73","0.61","4.92","10.23","82.11","0.83","11.2","6","11.01","11.83","16.74","33.16","19.25","35.26","12.33","5.17","0.47","5.15","56749","","40848","53417","57454","12.89","3.65","24.51","22.8","10.98","10.64","151400","789","14.36","33.05","33.42","12.18","6.99","12.41","10.51","9.13","15.81","34.4","14.3","15.6","18.8","21.8","19","4","19","1","2","687.96","75.39","30.6","18.63","","","","","","","","","","","","","","5.32","11.97","29.2","","","","","47.9","60","11","21.8","26.1","45.8","6.5","-","35.13","0","0","0","29","4","0","27","1425","2","18","2.16","2.16","98.8","100","66.67","68.18","27.27","4.55","49.61","31.33","6.17","14.42","8.14","27.31","6.17","2.83","30.77"
"Yoakum","Texas","48501","8612","High Plains","0.4071","0.6206","0.2332","0.8656","0.1383","30.5","32.94","10.69","0.31","0.15","66.95","31.42","16.15","3.05","6","8.04","18.38","16.19","56.37","17.21","18.41","8.01","2.38","0.42","5.31","69004","","","70035","69000","11.12","0","0","13.86","5.88","9.8","152900","883","30.8","30.11","27.32","9.93","1.83","12.45","3.62","2.11","25.57","37.3","13.4","17.9","17","20.7","9","1","10","1","1","425.53","71.99","44.12","","","","","","","","","","","","","","","","","15.8","","","0.43","14","52.2","34","46","10.4","-","10.4","-","-","22.95","0","0","0","23","12","0","23","1533","0","0","11.49","11.49","90.91","","","33.33","33.33","33.33","","30.12","7.68","30.1","7.68","64.39","7.68","0.5","65.41"
